CompensationRequestId,UserId,SucursalId,CompensationRequestStateId,Observations,ErrorId,ErrorMessage,ErrorDetails,CreatedAt,ClosedAt,IsOpen
2751,8,349,4,UpdateSucursalCommandHandler - incidente simulado 2751,3,Email inválido,UpdateSucursalCommandHandler: Email inválido. RunId MOCK-14,2026-02-10,,1
2752,114,445,2,CreateUserCommandHandler - incidente simulado 2752,3,Validation failed,CreateUserCommandHandler: Validation failed. RunId MOCK-15,2025-05-04,2025-05-05,0
2753,138,106,2,CreateUserCommandHandler - incidente simulado 2753,1,DbUpdateException,CreateUserCommandHandler: DbUpdateException. RunId MOCK-16,2026-01-07,2026-01-18,0
2754,88,445,3,CreateSucursalCommandHandler - incidente simulado 2754,1,Email inválido,CreateSucursalCommandHandler: Email inválido. RunId MOCK-0,2024-10-14,2024-10-15,0
2755,4,633,2,EmailService.SendAsync - incidente simulado 2755,3,Validation failed,EmailService.SendAsync: Validation failed. RunId MOCK-1,2024-12-30,2025-01-13,0
2756,125,335,2,EmailService.SendAsync - incidente simulado 2756,3,Localidad inexistente,EmailService.SendAsync: Localidad inexistente. RunId MOCK-2,2024-11-10,2024-11-13,0
2757,36,389,1,EmailService.SendAsync - incidente simulado 2757,2,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-3,2024-02-28,,1
2758,72,354,2,CreateSucursalCommandHandler - incidente simulado 2758,1,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-4,2025-11-02,2025-11-21,0
2759,104,383,2,CreateUserCommandHandler - incidente simulado 2759,3,Token expirado,CreateUserCommandHandler: Token expirado. RunId MOCK-5,2025-05-28,2025-06-05,0
2760,10,458,1,CompensationRequestExportQueryHandler - incidente simulado 2760,1,Token expirado,CompensationRequestExportQueryHandler: Token expirado. RunId MOCK-6,2026-03-31,,1
2761,65,574,2,CreateUserCommandHandler - incidente simulado 2761,2,CSV export format not supported,CreateUserCommandHandler: CSV export format not supported. RunId MOCK-7,2025-01-06,2025-01-18,0
2762,118,607,1,VerifyEmailCommandHandler - incidente simulado 2762,3,Validation failed,VerifyEmailCommandHandler: Validation failed. RunId MOCK-8,2024-03-18,,1
2763,123,604,2,UpdateSucursalCommandHandler - incidente simulado 2763,2,SMTP timeout,UpdateSucursalCommandHandler: SMTP timeout. RunId MOCK-9,2025-11-06,2025-11-12,0
2764,54,640,2,CreateLocalidadCommandHandler - incidente simulado 2764,3,SMTP timeout,CreateLocalidadCommandHandler: SMTP timeout. RunId MOCK-10,2025-12-03,2025-12-16,0
2765,16,230,3,CreateSucursalCommandHandler - incidente simulado 2765,3,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-11,2025-11-25,2025-12-12,0
2766,88,585,2,VerifyEmailCommandHandler - incidente simulado 2766,1,SocialNetworkId inválido,VerifyEmailCommandHandler: SocialNetworkId inválido. RunId MOCK-12,2024-02-08,2024-02-11,0
2767,57,712,2,CompensationRequestExportQueryHandler - incidente simulado 2767,3,Token expirado,CompensationRequestExportQueryHandler: Token expirado. RunId MOCK-13,2024-05-26,2024-06-13,0
2768,64,342,4,CompensationRequestExportQueryHandler - incidente simulado 2768,3,Validation failed,CompensationRequestExportQueryHandler: Validation failed. RunId MOCK-14,2025-12-25,,1
2769,6,278,2,EmailService.SendAsync - incidente simulado 2769,2,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-15,2024-10-18,2024-10-20,0
2770,20,71,2,VerifyEmailCommandHandler - incidente simulado 2770,1,Validation failed,VerifyEmailCommandHandler: Validation failed. RunId MOCK-16,2024-01-23,2024-02-09,0
2771,90,618,2,UpdateSucursalCommandHandler - incidente simulado 2771,1,Validation failed,UpdateSucursalCommandHandler: Validation failed. RunId MOCK-0,2025-05-22,2025-05-29,0
2772,22,394,1,BulkCreateSucursalesCommandHandler - incidente simulado 2772,1,CSV export format not supported,BulkCreateSucursalesCommandHandler: CSV export format not supported. RunId MOCK-1,2025-06-03,,1
2773,130,383,4,CreateUserCommandHandler - incidente simulado 2773,3,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-2,2024-07-26,,1
2774,14,681,2,EmailService.SendAsync - incidente simulado 2774,2,Validation failed,EmailService.SendAsync: Validation failed. RunId MOCK-3,2024-03-29,2024-04-04,0
2775,41,701,4,CompensationRequestExportQueryHandler - incidente simulado 2775,1,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-4,2025-09-11,,1
2776,118,475,2,EmailService.SendAsync - incidente simulado 2776,2,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-5,2025-08-17,2025-09-01,0
2777,92,357,2,EmailService.SendAsync - incidente simulado 2777,3,DbUpdateException,EmailService.SendAsync: DbUpdateException. RunId MOCK-6,2025-03-02,2025-03-12,0
2778,65,207,1,BulkCreateSucursalesCommandHandler - incidente simulado 2778,2,Token expirado,BulkCreateSucursalesCommandHandler: Token expirado. RunId MOCK-7,2026-06-25,,1
2779,98,640,3,CreateSucursalCommandHandler - incidente simulado 2779,1,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-8,2026-01-26,2026-02-02,0
2780,64,194,2,UpdateSucursalCommandHandler - incidente simulado 2780,1,Email inválido,UpdateSucursalCommandHandler: Email inválido. RunId MOCK-9,2024-07-29,2024-08-01,0
2781,8,476,2,CreateLocalidadCommandHandler - incidente simulado 2781,1,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-10,2025-11-26,2025-11-27,0
2782,99,451,1,EmailService.SendAsync - incidente simulado 2782,1,Localidad inexistente,EmailService.SendAsync: Localidad inexistente. RunId MOCK-11,2024-09-13,,1
2783,130,489,2,VerifyEmailCommandHandler - incidente simulado 2783,3,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-12,2024-04-18,2024-05-02,0
2784,35,465,4,CreateUserCommandHandler - incidente simulado 2784,2,DbUpdateException,CreateUserCommandHandler: DbUpdateException. RunId MOCK-13,2025-03-06,,1
2785,123,173,1,EmailService.SendAsync - incidente simulado 2785,2,Token expirado,EmailService.SendAsync: Token expirado. RunId MOCK-14,2024-02-25,,1
2786,117,474,1,CreateLocalidadCommandHandler - incidente simulado 2786,1,Email inválido,CreateLocalidadCommandHandler: Email inválido. RunId MOCK-15,2025-11-13,,1
2787,92,85,2,BulkCreateSucursalesCommandHandler - incidente simulado 2787,2,DbUpdateException,BulkCreateSucursalesCommandHandler: DbUpdateException. RunId MOCK-16,2025-01-18,2025-01-31,0
2788,101,673,1,VerifyEmailCommandHandler - incidente simulado 2788,3,Token expirado,VerifyEmailCommandHandler: Token expirado. RunId MOCK-0,2025-08-19,,1
2789,8,265,2,CreateUserCommandHandler - incidente simulado 2789,2,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-1,2025-03-18,2025-03-21,0
2790,138,375,3,EmailService.SendAsync - incidente simulado 2790,3,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-2,2024-11-06,2024-11-17,0
2791,89,783,1,CompensationRequestExportQueryHandler - incidente simulado 2791,1,CSV export format not supported,CompensationRequestExportQueryHandler: CSV export format not supported. RunId MOCK-3,2026-06-30,,1
2792,109,502,2,CreateSucursalCommandHandler - incidente simulado 2792,2,Email inválido,CreateSucursalCommandHandler: Email inválido. RunId MOCK-4,2025-12-02,2025-12-07,0
2793,80,683,1,CreateSucursalCommandHandler - incidente simulado 2793,2,Localidad inexistente,CreateSucursalCommandHandler: Localidad inexistente. RunId MOCK-5,2026-01-30,,1
2794,70,718,4,CompensationRequestExportQueryHandler - incidente simulado 2794,1,Email inválido,CompensationRequestExportQueryHandler: Email inválido. RunId MOCK-6,2025-05-10,,1
2795,4,765,2,CreateUserCommandHandler - incidente simulado 2795,2,DbUpdateException,CreateUserCommandHandler: DbUpdateException. RunId MOCK-7,2025-11-20,2025-12-06,0
2796,124,332,2,VerifyEmailCommandHandler - incidente simulado 2796,2,Token expirado,VerifyEmailCommandHandler: Token expirado. RunId MOCK-8,2025-12-02,2025-12-08,0
2797,144,773,2,CreateUserCommandHandler - incidente simulado 2797,3,SMTP timeout,CreateUserCommandHandler: SMTP timeout. RunId MOCK-9,2024-10-22,2024-11-04,0
2798,109,401,2,CreateLocalidadCommandHandler - incidente simulado 2798,1,Localidad inexistente,CreateLocalidadCommandHandler: Localidad inexistente. RunId MOCK-10,2025-05-29,2025-06-15,0
2799,107,694,2,CreateLocalidadCommandHandler - incidente simulado 2799,1,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-11,2025-01-02,2025-01-16,0
2800,145,246,2,VerifyEmailCommandHandler - incidente simulado 2800,2,Localidad inexistente,VerifyEmailCommandHandler: Localidad inexistente. RunId MOCK-12,2025-02-28,2025-03-14,0
2801,31,713,2,CreateLocalidadCommandHandler - incidente simulado 2801,1,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-13,2024-09-13,2024-09-27,0
2802,34,268,2,CreateUserCommandHandler - incidente simulado 2802,2,SMTP timeout,CreateUserCommandHandler: SMTP timeout. RunId MOCK-14,2024-08-12,2024-08-24,0
2803,21,149,2,BulkCreateSucursalesCommandHandler - incidente simulado 2803,3,SMTP timeout,BulkCreateSucursalesCommandHandler: SMTP timeout. RunId MOCK-15,2024-06-01,2024-06-15,0
2804,142,312,4,EmailService.SendAsync - incidente simulado 2804,2,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-16,2026-01-26,,1
2805,22,586,4,EmailService.SendAsync - incidente simulado 2805,3,Email inválido,EmailService.SendAsync: Email inválido. RunId MOCK-0,2026-02-10,,1
2806,53,399,2,CreateSucursalCommandHandler - incidente simulado 2806,2,DbUpdateException,CreateSucursalCommandHandler: DbUpdateException. RunId MOCK-1,2024-02-29,2024-03-19,0
2807,65,137,1,BulkCreateSucursalesCommandHandler - incidente simulado 2807,2,Validation failed,BulkCreateSucursalesCommandHandler: Validation failed. RunId MOCK-2,2026-02-19,,1
2808,125,400,1,CreateSucursalCommandHandler - incidente simulado 2808,2,SocialNetworkId inválido,CreateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-3,2024-05-03,,1
2809,120,699,2,EmailService.SendAsync - incidente simulado 2809,2,Email inválido,EmailService.SendAsync: Email inválido. RunId MOCK-4,2026-02-10,2026-02-11,0
2810,45,198,2,EmailService.SendAsync - incidente simulado 2810,2,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-5,2024-12-20,2024-12-21,0
2811,117,383,2,CreateLocalidadCommandHandler - incidente simulado 2811,1,CSV export format not supported,CreateLocalidadCommandHandler: CSV export format not supported. RunId MOCK-6,2024-12-22,2025-01-04,0
2812,77,9,2,BulkCreateSucursalesCommandHandler - incidente simulado 2812,2,Localidad inexistente,BulkCreateSucursalesCommandHandler: Localidad inexistente. RunId MOCK-7,2026-02-23,2026-02-25,0
2813,79,786,1,CreateUserCommandHandler - incidente simulado 2813,1,SMTP timeout,CreateUserCommandHandler: SMTP timeout. RunId MOCK-8,2026-02-01,,1
2814,84,131,2,EmailService.SendAsync - incidente simulado 2814,3,Email inválido,EmailService.SendAsync: Email inválido. RunId MOCK-9,2025-03-31,2025-04-08,0
2815,63,554,1,UpdateSucursalCommandHandler - incidente simulado 2815,2,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-10,2025-02-27,,1
2816,36,678,2,CreateLocalidadCommandHandler - incidente simulado 2816,3,Validation failed,CreateLocalidadCommandHandler: Validation failed. RunId MOCK-11,2026-05-13,2026-05-16,0
2817,42,515,4,BulkCreateSucursalesCommandHandler - incidente simulado 2817,3,SocialNetworkId inválido,BulkCreateSucursalesCommandHandler: SocialNetworkId inválido. RunId MOCK-12,2025-10-27,,1
2818,109,395,3,CreateUserCommandHandler - incidente simulado 2818,1,Validation failed,CreateUserCommandHandler: Validation failed. RunId MOCK-13,2025-05-11,2025-05-24,0
2819,130,76,2,CompensationRequestExportQueryHandler - incidente simulado 2819,3,SMTP timeout,CompensationRequestExportQueryHandler: SMTP timeout. RunId MOCK-14,2025-10-28,2025-11-05,0
2820,50,206,1,CreateLocalidadCommandHandler - incidente simulado 2820,2,Localidad inexistente,CreateLocalidadCommandHandler: Localidad inexistente. RunId MOCK-15,2026-05-19,,1
2821,58,503,2,VerifyEmailCommandHandler - incidente simulado 2821,3,Localidad inexistente,VerifyEmailCommandHandler: Localidad inexistente. RunId MOCK-16,2024-02-20,2024-03-03,0
2822,40,728,2,BulkCreateSucursalesCommandHandler - incidente simulado 2822,3,Email inválido,BulkCreateSucursalesCommandHandler: Email inválido. RunId MOCK-0,2025-10-10,2025-10-19,0
2823,116,101,2,CreateLocalidadCommandHandler - incidente simulado 2823,3,Validation failed,CreateLocalidadCommandHandler: Validation failed. RunId MOCK-1,2026-05-15,2026-06-03,0
2824,95,413,4,CreateUserCommandHandler - incidente simulado 2824,3,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-2,2026-04-12,,1
2825,39,291,2,EmailService.SendAsync - incidente simulado 2825,1,Token expirado,EmailService.SendAsync: Token expirado. RunId MOCK-3,2024-03-04,2024-03-24,0
2826,130,515,2,UpdateSucursalCommandHandler - incidente simulado 2826,2,Email inválido,UpdateSucursalCommandHandler: Email inválido. RunId MOCK-4,2025-07-08,2025-07-14,0
2827,128,424,2,CompensationRequestExportQueryHandler - incidente simulado 2827,2,CSV export format not supported,CompensationRequestExportQueryHandler: CSV export format not supported. RunId MOCK-5,2024-03-16,2024-03-25,0
2828,106,355,2,CreateLocalidadCommandHandler - incidente simulado 2828,2,CSV export format not supported,CreateLocalidadCommandHandler: CSV export format not supported. RunId MOCK-6,2025-02-13,2025-02-18,0
2829,69,726,4,BulkCreateSucursalesCommandHandler - incidente simulado 2829,3,Token expirado,BulkCreateSucursalesCommandHandler: Token expirado. RunId MOCK-7,2025-12-21,,1
2830,49,688,2,VerifyEmailCommandHandler - incidente simulado 2830,2,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-8,2024-05-14,2024-05-23,0
2831,61,556,3,EmailService.SendAsync - incidente simulado 2831,3,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-9,2025-05-06,2025-05-24,0
2832,95,609,2,CreateSucursalCommandHandler - incidente simulado 2832,3,SocialNetworkId inválido,CreateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-10,2025-10-02,2025-10-14,0
2833,49,393,2,CreateUserCommandHandler - incidente simulado 2833,1,Token expirado,CreateUserCommandHandler: Token expirado. RunId MOCK-11,2025-03-30,2025-03-31,0
2834,107,393,1,CompensationRequestExportQueryHandler - incidente simulado 2834,1,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-12,2026-03-09,,1
2835,137,43,1,CreateSucursalCommandHandler - incidente simulado 2835,1,CSV export format not supported,CreateSucursalCommandHandler: CSV export format not supported. RunId MOCK-13,2026-03-04,,1
2836,141,563,2,CreateUserCommandHandler - incidente simulado 2836,1,Email inválido,CreateUserCommandHandler: Email inválido. RunId MOCK-14,2024-01-01,2024-01-05,0
2837,123,439,2,EmailService.SendAsync - incidente simulado 2837,2,Validation failed,EmailService.SendAsync: Validation failed. RunId MOCK-15,2024-01-12,2024-01-20,0
2838,129,230,2,VerifyEmailCommandHandler - incidente simulado 2838,2,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-16,2024-01-18,2024-01-31,0
2839,104,676,1,CreateSucursalCommandHandler - incidente simulado 2839,3,Token expirado,CreateSucursalCommandHandler: Token expirado. RunId MOCK-0,2025-05-09,,1
2840,126,490,1,CreateUserCommandHandler - incidente simulado 2840,3,Validation failed,CreateUserCommandHandler: Validation failed. RunId MOCK-1,2026-04-04,,1
2841,101,258,2,CreateUserCommandHandler - incidente simulado 2841,2,SocialNetworkId inválido,CreateUserCommandHandler: SocialNetworkId inválido. RunId MOCK-2,2024-09-23,2024-10-13,0
2842,62,736,4,EmailService.SendAsync - incidente simulado 2842,2,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-3,2026-01-30,,1
2843,42,339,2,BulkCreateSucursalesCommandHandler - incidente simulado 2843,2,Localidad inexistente,BulkCreateSucursalesCommandHandler: Localidad inexistente. RunId MOCK-4,2024-12-28,2025-01-04,0
2844,81,279,3,EmailService.SendAsync - incidente simulado 2844,2,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-5,2025-08-26,2025-09-11,0
2845,24,799,2,VerifyEmailCommandHandler - incidente simulado 2845,2,Localidad inexistente,VerifyEmailCommandHandler: Localidad inexistente. RunId MOCK-6,2024-02-03,2024-02-13,0
2846,7,73,1,CreateSucursalCommandHandler - incidente simulado 2846,3,Localidad inexistente,CreateSucursalCommandHandler: Localidad inexistente. RunId MOCK-7,2026-05-01,,1
2847,101,452,2,CreateLocalidadCommandHandler - incidente simulado 2847,2,DbUpdateException,CreateLocalidadCommandHandler: DbUpdateException. RunId MOCK-8,2025-04-06,2025-04-14,0
2848,142,619,2,CreateUserCommandHandler - incidente simulado 2848,3,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-9,2025-05-23,2025-06-01,0
2849,18,537,2,EmailService.SendAsync - incidente simulado 2849,2,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-10,2024-04-19,2024-04-27,0
2850,45,368,4,UpdateSucursalCommandHandler - incidente simulado 2850,2,DbUpdateException,UpdateSucursalCommandHandler: DbUpdateException. RunId MOCK-11,2024-07-24,,1
2851,91,616,4,CreateSucursalCommandHandler - incidente simulado 2851,2,Email inválido,CreateSucursalCommandHandler: Email inválido. RunId MOCK-12,2024-03-29,,1
2852,47,322,2,VerifyEmailCommandHandler - incidente simulado 2852,1,SocialNetworkId inválido,VerifyEmailCommandHandler: SocialNetworkId inválido. RunId MOCK-13,2024-01-15,2024-02-03,0
2853,64,572,2,CreateUserCommandHandler - incidente simulado 2853,2,SMTP timeout,CreateUserCommandHandler: SMTP timeout. RunId MOCK-14,2025-10-01,2025-10-19,0
